order_id,item_id,product_id,quantity,list_price,discount,Extraction_Date,source,extracted_at,data_source,customer_id,store_id,staff_id,order_date,shipped_date,order_status,local_price,brand_id,category_id,total_price,order_date_id,shipped_date_id
145,2,9,2,2999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,366.0,2.0,6.0,2016-03-27,2016-03-30,4.0,142314.32961731998,9,5,284628.65923463996,71.0,74.0
146,1,3,2,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,288.0,1.0,3.0,2016-03-28,2016-03-30,4.0,47437.79361732,8,6,94875.58723464,72.0,74.0
146,4,6,2,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,288.0,1.0,3.0,2016-03-28,2016-03-30,4.0,22295.51157732,8,6,44591.02315464,72.0,74.0
146,5,2,1,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,288.0,1.0,3.0,2016-03-28,2016-03-30,4.0,35578.226617320004,5,6,35578.226617320004,72.0,74.0
150,1,7,1,3999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,332.0,1.0,2.0,2016-03-29,2016-04-01,4.0,189752.59761732,9,6,189752.59761732,73.0,696.0
150,2,3,1,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,332.0,1.0,2.0,2016-03-29,2016-04-01,4.0,47437.79361732,8,6,47437.79361732,73.0,696.0
152,1,6,2,469.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,76.0,2.0,6.0,2016-03-29,2016-03-30,4.0,22295.51157732,8,6,44591.02315464,73.0,74.0
153,2,8,1,1799.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,498.0,2.0,6.0,2016-03-30,2016-04-01,4.0,85388.40801732,9,6,85388.40801732,74.0,696.0
155,1,8,1,1799.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,371.0,2.0,6.0,2016-04-02,2016-04-04,4.0,85388.40801732,9,6,85388.40801732,76.0,78.0
156,3,6,1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,357.0,1.0,3.0,2016-04-03,2016-04-05,4.0,22295.51157732,8,6,22295.51157732,77.0,805.0
157,1,4,1,2899.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,43.0,3.0,8.0,2016-04-03,2016-04-06,4.0,137570.50281732,9,6,137570.50281732,77.0,79.0
157,2,7,2,3999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,43.0,3.0,8.0,2016-04-03,2016-04-06,4.0,189752.59761732,9,6,379505.19523464,77.0,79.0
161,3,7,2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,251.0,2.0,7.0,2016-04-04,2016-04-05,4.0,189752.59761732,9,6,379505.19523464,78.0,805.0
162,3,3,2,999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,31.0,1.0,3.0,2016-04-06,2016-04-07,4.0,47437.79361732,8,6,94875.58723464,79.0,80.0
164,1,4,2,2899.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,610.0,2.0,7.0,2016-04-07,2016-04-09,4.0,137570.50281732,9,6,275141.00563464,80.0,82.0
165,1,4,2,2899.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,574.0,1.0,3.0,2016-04-08,2016-04-10,4.0,137570.50281732,9,6,275141.00563464,81.0,83.0
165,3,2,1,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,574.0,1.0,3.0,2016-04-08,2016-04-10,4.0,35578.226617320004,5,6,35578.226617320004,81.0,83.0
167,4,7,2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1034.0,2.0,7.0,2016-04-08,2016-04-11,4.0,189752.59761732,9,6,379505.19523464,81.0,84.0
168,1,6,1,469.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1147.0,1.0,3.0,2016-04-09,2016-04-11,4.0,22295.51157732,8,6,22295.51157732,82.0,84.0
169,2,5,1,1320.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,99.0,2.0,7.0,2016-04-10,2016-04-11,4.0,62665.47764532,3,6,62665.47764532,83.0,84.0
170,3,7,1,3999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1200.0,2.0,7.0,2016-04-10,2016-04-13,4.0,189752.59761732,9,6,189752.59761732,83.0,86.0
171,1,8,1,1799.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,237.0,1.0,3.0,2016-04-11,2016-04-14,4.0,85388.40801732,9,6,85388.40801732,84.0,697.0
175,1,5,1,1320.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,951.0,2.0,6.0,2016-04-13,2016-04-14,4.0,62665.47764532,3,6,62665.47764532,86.0,697.0
175,2,2,2,749.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,951.0,2.0,6.0,2016-04-13,2016-04-14,4.0,35578.226617320004,5,6,71156.45323464001,86.0,697.0
176,1,2,2,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,643.0,2.0,7.0,2016-04-15,2016-04-17,4.0,35578.226617320004,5,6,71156.45323464001,87.0,89.0
178,3,3,1,999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,756.0,2.0,6.0,2016-04-16,2016-04-18,4.0,47437.79361732,8,6,47437.79361732,88.0,90.0
184,1,4,1,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,134.0,2.0,7.0,2016-04-19,2016-04-22,4.0,137570.50281732,9,6,137570.50281732,91.0,93.0
184,2,5,1,1320.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,134.0,2.0,7.0,2016-04-19,2016-04-22,4.0,62665.47764532,3,6,62665.47764532,91.0,93.0
185,2,8,1,1799.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,,,,,,,85388.40801732,9,6,85388.40801732,,
186,1,4,1,2899.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1127.0,2.0,6.0,2016-04-21,2016-04-24,4.0,137570.50281732,9,6,137570.50281732,92.0,699.0
186,2,6,1,469.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1127.0,2.0,6.0,2016-04-21,2016-04-24,4.0,22295.51157732,8,6,22295.51157732,92.0,699.0
187,1,5,1,1320.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,183.0,2.0,6.0,2016-04-22,2016-04-24,4.0,62665.47764532,3,6,62665.47764532,93.0,699.0
188,1,7,2,3999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,390.0,2.0,6.0,2016-04-22,2016-04-25,4.0,189752.59761732,9,6,379505.19523464,93.0,700.0
190,3,3,2,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,98.0,2.0,6.0,2016-04-23,2016-04-25,4.0,47437.79361732,8,6,94875.58723464,94.0,700.0
191,3,3,1,999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,919.0,1.0,2.0,2016-04-27,2016-04-28,4.0,47437.79361732,8,6,47437.79361732,95.0,96.0
191,4,8,2,1799.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,919.0,1.0,2.0,2016-04-27,2016-04-28,4.0,85388.40801732,9,6,170776.81603464,95.0,96.0
192,1,8,2,1799.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,728.0,2.0,7.0,2016-04-27,2016-04-29,4.0,85388.40801732,9,6,170776.81603464,95.0,807.0
192,3,2,1,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,728.0,2.0,7.0,2016-04-27,2016-04-29,4.0,35578.226617320004,5,6,35578.226617320004,95.0,807.0
195,3,5,2,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,727.0,2.0,7.0,2016-04-28,2016-05-01,4.0,62665.47764532,3,6,125330.95529064,96.0,98.0
195,4,4,2,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,727.0,2.0,7.0,2016-04-28,2016-05-01,4.0,137570.50281732,9,6,275141.00563464,96.0,98.0
196,1,6,1,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1247.0,2.0,6.0,2016-04-28,2016-05-01,4.0,22295.51157732,8,6,22295.51157732,96.0,98.0
196,2,3,2,999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1247.0,2.0,6.0,2016-04-28,2016-05-01,4.0,47437.79361732,8,6,94875.58723464,96.0,98.0
197,1,4,2,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,127.0,2.0,7.0,2016-04-30,2016-05-03,4.0,137570.50281732,9,6,275141.00563464,97.0,99.0
197,2,2,2,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,127.0,2.0,7.0,2016-04-30,2016-05-03,4.0,35578.226617320004,5,6,71156.45323464001,97.0,99.0
198,1,6,2,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,640.0,2.0,6.0,2016-05-01,2016-05-03,4.0,22295.51157732,8,6,44591.02315464,98.0,99.0
198,3,8,2,1799.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,640.0,2.0,6.0,2016-05-01,2016-05-03,4.0,85388.40801732,9,6,170776.81603464,98.0,99.0
199,3,4,1,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,760.0,2.0,7.0,2016-05-01,2016-05-04,4.0,137570.50281732,9,6,137570.50281732,98.0,100.0
201,2,7,1,3999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,280.0,3.0,9.0,2016-05-01,2016-05-02,4.0,189752.59761732,9,6,189752.59761732,98.0,808.0
202,1,8,1,1799.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,600.0,1.0,2.0,2016-05-03,2016-05-04,4.0,85388.40801732,9,6,85388.40801732,99.0,100.0
203,2,3,2,999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1102.0,3.0,9.0,2016-05-03,2016-05-06,4.0,47437.79361732,8,6,94875.58723464,99.0,102.0
204,1,6,2,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,591.0,2.0,7.0,2016-05-04,2016-05-06,4.0,22295.51157732,8,6,44591.02315464,100.0,102.0
207,2,5,1,1320.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,105.0,2.0,7.0,2016-05-05,2016-05-07,4.0,62665.47764532,3,6,62665.47764532,101.0,103.0
207,4,7,2,3999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,105.0,2.0,7.0,2016-05-05,2016-05-07,4.0,189752.59761732,9,6,379505.19523464,101.0,103.0
208,1,6,2,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,815.0,2.0,7.0,2016-05-06,2016-05-09,4.0,22295.51157732,8,6,44591.02315464,102.0,701.0
208,2,4,2,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,815.0,2.0,7.0,2016-05-06,2016-05-09,4.0,137570.50281732,9,6,275141.00563464,102.0,701.0
208,3,3,1,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,815.0,2.0,7.0,2016-05-06,2016-05-09,4.0,47437.79361732,8,6,47437.79361732,102.0,701.0
211,2,2,2,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1140.0,2.0,6.0,2016-05-07,2016-05-08,4.0,35578.226617320004,5,6,71156.45323464001,103.0,104.0
212,4,7,1,3999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1373.0,2.0,6.0,2016-05-08,2016-05-11,4.0,189752.59761732,9,6,189752.59761732,104.0,106.0
218,1,2,2,749.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1179.0,2.0,7.0,2016-05-12,2016-05-14,4.0,35578.226617320004,5,6,71156.45323464001,107.0,702.0
219,2,5,1,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1338.0,2.0,6.0,2016-05-12,2016-05-15,4.0,62665.47764532,3,6,62665.47764532,107.0,109.0
220,1,6,2,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1358.0,2.0,6.0,2016-05-12,2016-05-15,4.0,22295.51157732,8,6,44591.02315464,107.0,109.0
220,4,3,2,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1358.0,2.0,6.0,2016-05-12,2016-05-15,4.0,47437.79361732,8,6,94875.58723464,107.0,109.0
222,2,2,2,749.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,51.0,2.0,6.0,2016-05-13,2016-05-14,4.0,35578.226617320004,5,6,71156.45323464001,108.0,702.0
223,1,7,2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1368.0,2.0,7.0,2016-05-15,2016-05-17,4.0,189752.59761732,9,6,379505.19523464,109.0,110.0
223,2,5,1,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1368.0,2.0,7.0,2016-05-15,2016-05-17,4.0,62665.47764532,3,6,62665.47764532,109.0,110.0
224,1,6,1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,157.0,1.0,3.0,2016-05-17,2016-05-19,4.0,22295.51157732,8,6,22295.51157732,110.0,111.0
225,2,9,1,2999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,307.0,1.0,3.0,2016-05-17,2016-05-19,4.0,142314.32961731998,9,5,142314.32961731998,110.0,111.0
226,1,2,1,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,501.0,1.0,2.0,2016-05-17,2016-05-20,4.0,35578.226617320004,5,6,35578.226617320004,110.0,112.0
227,1,3,2,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,489.0,2.0,7.0,2016-05-17,2016-05-20,4.0,47437.79361732,8,6,94875.58723464,110.0,112.0
228,2,2,2,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,615.0,2.0,7.0,2016-05-17,2016-05-20,4.0,35578.226617320004,5,6,71156.45323464001,110.0,112.0
228,4,4,1,2899.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,615.0,2.0,7.0,2016-05-17,2016-05-20,4.0,137570.50281732,9,6,137570.50281732,110.0,112.0
229,2,5,2,1320.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,742.0,2.0,6.0,2016-05-19,2016-05-20,4.0,62665.47764532,3,6,125330.95529064,111.0,112.0
229,3,8,1,1799.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,742.0,2.0,6.0,2016-05-19,2016-05-20,4.0,85388.40801732,9,6,85388.40801732,111.0,112.0
231,1,8,2,1799.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1257.0,2.0,6.0,2016-05-19,2016-05-21,4.0,85388.40801732,9,6,170776.81603464,111.0,113.0
231,3,5,2,1320.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1257.0,2.0,6.0,2016-05-19,2016-05-21,4.0,62665.47764532,3,6,125330.95529064,111.0,113.0
232,4,8,2,1799.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1360.0,1.0,3.0,2016-05-20,2016-05-23,4.0,85388.40801732,9,6,170776.81603464,112.0,705.0
234,4,7,1,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1435.0,2.0,6.0,2016-05-22,2016-05-24,4.0,189752.59761732,9,6,189752.59761732,114.0,115.0
235,1,6,1,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,649.0,2.0,6.0,2016-05-24,2016-05-25,4.0,22295.51157732,8,6,22295.51157732,115.0,116.0
235,3,7,2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,649.0,2.0,6.0,2016-05-24,2016-05-25,4.0,189752.59761732,9,6,379505.19523464,115.0,116.0
236,1,3,2,999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,206.0,2.0,6.0,2016-05-25,2016-05-26,4.0,47437.79361732,8,6,94875.58723464,116.0,117.0
236,2,2,2,749.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,206.0,2.0,6.0,2016-05-25,2016-05-26,4.0,35578.226617320004,5,6,71156.45323464001,116.0,117.0
236,3,4,2,2899.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,206.0,2.0,6.0,2016-05-25,2016-05-26,4.0,137570.50281732,9,6,275141.00563464,116.0,117.0
238,5,7,1,3999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1350.0,2.0,6.0,2016-05-26,2016-05-29,4.0,189752.59761732,9,6,189752.59761732,117.0,120.0
239,4,4,2,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,,,,,,,137570.50281732,9,6,275141.00563464,,
240,1,9,1,2999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,65.0,2.0,6.0,2016-05-27,2016-05-30,4.0,142314.32961731998,9,5,142314.32961731998,118.0,121.0
240,2,8,1,1799.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,65.0,2.0,6.0,2016-05-27,2016-05-30,4.0,85388.40801732,9,6,85388.40801732,118.0,121.0
240,3,5,1,1320.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,65.0,2.0,6.0,2016-05-27,2016-05-30,4.0,62665.47764532,3,6,62665.47764532,118.0,121.0
241,1,7,1,3999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1082.0,2.0,7.0,2016-05-27,2016-05-29,4.0,189752.59761732,9,6,189752.59761732,118.0,120.0
242,1,3,1,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1168.0,2.0,7.0,2016-05-27,2016-05-30,4.0,47437.79361732,8,6,47437.79361732,118.0,121.0
243,3,7,2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,802.0,3.0,8.0,2016-05-27,2016-05-28,4.0,189752.59761732,9,6,379505.19523464,118.0,119.0
245,2,8,1,1799.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,223.0,2.0,7.0,2016-05-29,2016-05-30,4.0,85388.40801732,9,6,85388.40801732,120.0,121.0
247,2,3,1,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,928.0,1.0,3.0,2016-05-30,2016-06-01,4.0,47437.79361732,8,6,47437.79361732,121.0,122.0
248,4,9,1,2999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1376.0,2.0,7.0,2016-05-30,2016-05-31,4.0,142314.32961731998,9,5,142314.32961731998,121.0,706.0
249,1,7,2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,145.0,2.0,6.0,2016-06-01,2016-06-04,4.0,189752.59761732,9,6,379505.19523464,122.0,125.0
252,2,4,1,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,66.0,3.0,8.0,2016-06-01,2016-06-02,4.0,137570.50281732,9,6,137570.50281732,122.0,123.0
254,1,6,2,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,510.0,2.0,7.0,2016-06-03,2016-06-05,4.0,22295.51157732,8,6,44591.02315464,124.0,126.0
254,2,3,1,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,510.0,2.0,7.0,2016-06-03,2016-06-05,4.0,47437.79361732,8,6,47437.79361732,124.0,126.0
255,1,5,2,1320.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,801.0,2.0,7.0,2016-06-03,2016-06-05,4.0,62665.47764532,3,6,125330.95529064,124.0,126.0
255,3,2,2,749.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,801.0,2.0,7.0,2016-06-03,2016-06-05,4.0,35578.226617320004,5,6,71156.45323464001,124.0,126.0
257,1,8,2,1799.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1314.0,1.0,3.0,2016-06-05,2016-06-08,4.0,85388.40801732,9,6,170776.81603464,126.0,128.0
258,1,8,2,1799.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,107.0,2.0,7.0,2016-06-06,2016-06-07,4.0,85388.40801732,9,6,170776.81603464,127.0,707.0
258,2,4,1,2899.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,107.0,2.0,7.0,2016-06-06,2016-06-07,4.0,137570.50281732,9,6,137570.50281732,127.0,707.0
259,2,6,2,469.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,413.0,2.0,7.0,2016-06-06,2016-06-09,4.0,22295.51157732,8,6,44591.02315464,127.0,129.0
259,3,2,2,749.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,413.0,2.0,7.0,2016-06-06,2016-06-09,4.0,35578.226617320004,5,6,71156.45323464001,127.0,129.0
259,4,4,1,2899.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,413.0,2.0,7.0,2016-06-06,2016-06-09,4.0,137570.50281732,9,6,137570.50281732,127.0,129.0
262,1,2,1,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,579.0,3.0,9.0,2016-06-08,2016-06-10,4.0,35578.226617320004,5,6,35578.226617320004,128.0,130.0
262,2,9,2,2999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,579.0,3.0,9.0,2016-06-08,2016-06-10,4.0,142314.32961731998,9,5,284628.65923463996,128.0,130.0
263,1,9,1,2999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1322.0,2.0,6.0,2016-06-09,2016-06-12,4.0,142314.32961731998,9,5,142314.32961731998,129.0,132.0
263,2,3,1,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1322.0,2.0,6.0,2016-06-09,2016-06-12,4.0,47437.79361732,8,6,47437.79361732,129.0,132.0
263,3,2,2,749.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1322.0,2.0,6.0,2016-06-09,2016-06-12,4.0,35578.226617320004,5,6,71156.45323464001,129.0,132.0
264,4,3,2,999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,,,,,,,47437.79361732,8,6,94875.58723464,,
265,1,9,2,2999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,682.0,2.0,7.0,2016-06-10,2016-06-11,4.0,142314.32961731998,9,5,284628.65923463996,130.0,131.0
266,1,6,2,469.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,933.0,2.0,7.0,2016-06-10,2016-06-13,4.0,22295.51157732,8,6,44591.02315464,130.0,133.0
267,4,7,2,3999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,282.0,1.0,3.0,2016-06-11,2016-06-14,4.0,189752.59761732,9,6,379505.19523464,131.0,708.0
268,1,7,1,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,540.0,1.0,3.0,2016-06-11,2016-06-12,4.0,189752.59761732,9,6,189752.59761732,131.0,132.0
268,2,6,2,469.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,540.0,1.0,3.0,2016-06-11,2016-06-12,4.0,22295.51157732,8,6,44591.02315464,131.0,132.0
268,3,9,1,2999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,540.0,1.0,3.0,2016-06-11,2016-06-12,4.0,142314.32961731998,9,5,142314.32961731998,131.0,132.0
269,1,5,1,1320.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,764.0,2.0,6.0,2016-06-12,2016-06-15,4.0,62665.47764532,3,6,62665.47764532,132.0,134.0
269,4,3,1,999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,764.0,2.0,6.0,2016-06-12,2016-06-15,4.0,47437.79361732,8,6,47437.79361732,132.0,134.0
271,2,6,2,469.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,350.0,2.0,7.0,2016-06-13,2016-06-14,4.0,22295.51157732,8,6,44591.02315464,133.0,708.0
271,4,7,2,3999.99,0.1,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,350.0,2.0,7.0,2016-06-13,2016-06-14,4.0,189752.59761732,9,6,379505.19523464,133.0,708.0
272,1,2,2,749.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,497.0,2.0,7.0,2016-06-15,2016-06-16,4.0,35578.226617320004,5,6,71156.45323464001,134.0,135.0
274,3,9,2,2999.99,0.07,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,411.0,2.0,7.0,2016-06-17,2016-06-18,4.0,142314.32961731998,9,5,284628.65923463996,136.0,137.0
275,3,7,2,3999.99,0.05,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1341.0,2.0,7.0,2016-06-17,2016-06-18,4.0,189752.59761732,9,6,379505.19523464,136.0,137.0
276,1,3,2,999.99,0.2,1714563465.450598,SQL-Server,2025-12-01T02:39:49.121714,order_items.csv,1227.0,2.0,6.0,2016-06-18,2016-06-19,4.0,47437.79361732,8,6,94875.58723464,137.0,138.0
